t_index	term	df
9405	santo	1
9406	santorum	6
9407	sap	2
9408	sarah	1
9409	sarajevo	5
9410	sarasota	4
9411	sarong	1
9412	sarvings	1
9413	sasha	3
9414	sat	31
9415	satan	1
9416	satcom	1
9417	satellit	14
9418	satind	5
9419	satisfact	5
9420	satisfactori	2
9421	satisfi	15
9422	satkhira	3
9423	sattar	1
9424	saturday	375
9425	saudi	210
9426	saunder	1
9427	sava	1
9428	savag	4
9429	save	99
9430	savina	2
9431	savior	5
9432	savitabehn	2
9433	savor	2
9434	savvi	4
9435	saw	124
9436	say	1368
9437	sayaad	1
9438	sayan	3
9439	scale	26
9440	scalia	1
9441	scalp	1
9442	scam	1
9443	scamper	1
9444	scandal	97
9445	scandinavian	1
9446	scandlin	2
9447	scanlon	1
9448	scanner	2
9449	scant	5
9450	scapego	1
9451	scapegoat	2
9452	scar	6
9453	scarc	4
9454	scare	20
9455	scari	2
9456	scariest	1
9457	scarv	1
9458	scath	3
9459	scatter	14
9460	scenario	12
9461	scene	108
9462	scent	1
9463	schaffer	19
9464	schedul	91
9465	scheme	10
9466	schett	3
9467	scheveck	1
9468	schiff	2
9469	schism	2
9470	schleehauf	1
9471	schlesing	1
9472	schlikov	3
9473	schmalz	1
9474	scholar	9
9475	scholarship	1
9476	school	97
9477	schoolboy	1
9478	schoolchildren	1
9479	schrock	3
9480	schroeder	6
9481	schultz	3
9482	schumer	1
9483	schutner	1
9484	schwartz	2
9485	schwarzkopf	3
9486	schweitzer	2
9487	scienc	15
9488	scientif	6
9489	scientist	15
9490	scoop	2
9491	scooter	1
9492	scope	2
9493	scorch	1
9494	score	40
9495	scorn	1
9496	scotland	5
9497	scott	8
9498	scottish	1
9499	scottsdal	3
9500	scounscoun	1
9501	scour	4
9502	scourg	1
9503	scout	1
9504	scrambl	17
9505	scrambler	1
9506	scrap	9
9507	scrape	4
9508	scratch	2
9509	scrawl	1
9510	scrawni	2
9511	scream	19
9512	screech	1
9513	screen	18
9514	screw	1
9515	scribbl	3
9516	script	5
9517	scriptur	1
9518	scrutin	2
9519	scrutini	7
9520	scuffl	1
9521	sculptur	1
9522	scurri	1
9523	scuttl	2
9524	se	1
9525	sea	153
9526	seab	9
9527	seafood	1
9528	seal	17
9529	sealift	1
9530	seam	8
9531	seaman	16
9532	seamen	13
9533	sean	3
9534	seanc	1
9535	seaport	3
9536	sear	1
9537	search	227
9538	searcher	7
9539	season	26
9540	seat	238
9541	seater	3
9542	seattl	12
9543	seawal	1
9544	seawat	5
9545	seaworthi	4
9546	sebastian	2
9547	sebastien	17
9548	sebek	5
9549	sec	5
9550	secessionist	4
9551	sech	1
9552	seclud	1
9553	seclus	2
9554	second	337
9555	secondari	1
9556	secondli	8
9557	secreci	2
9558	secret	125
9559	secretari	245
9560	secretli	5
9561	sect	3
9562	sectarian	2
9563	section	25
9564	sector	7
9565	secular	2
9566	secur	631
9567	sedalia	1
9568	sedat	1
9569	see	282
9570	seed	240
9571	seek	111
9572	seeker	3
9573	seem	192
9574	seemingli	4
9575	seen	160
9576	seeth	1
9577	segment	3
9578	segodnya	2
9579	segreg	1
9580	seif	3
9581	seismic	3
9582	seismograph	5
9583	seismolog	5
9584	seismologist	7
9585	seiu	1
9586	seiz	36
9587	sejwal	1
9588	sekou	1
9589	seldom	1
9590	sele	89
9591	select	19
9592	seleri	2
9593	self	46
9594	selig	3
9595	sell	16
9596	seller	1
9597	semi	16
9598	semiautomat	1
9599	semifin	77
9600	semifinalist	15
9601	semin	1
9602	seminar	2
9603	semion	3
9604	sen	166
9605	senat	469
9606	senatori	8
9607	send	90
9608	seneg	2
9609	senior	164
9610	sennett	1
9611	sens	69
9612	sensat	1
9613	senseless	4
9614	sensibl	2
9615	sensit	11
9616	sent	162
9617	sentenc	244
9618	sentiment	24
9619	separ	62
9620	separatist	2
9621	seper	1
9622	sept	59
9623	septemb	76
9624	sequenc	2
9625	serafin	1
9626	seraguso	2
9627	serb	165
9628	serbia	284
9629	serbian	172
9630	serbo	1
9631	seren	6
9632	serena	66
9633	serendipit	1
9634	serga	16
9635	sergaev	1
9636	sergeant	2
9637	sergei	1
9638	sergeyev	2
9639	sergio	8
9640	serheo	4
9641	seri	47
9642	serial	5
9643	seriou	40
9644	serious	33
9645	sermon	5
9646	serov	3
9647	serv	399
9648	servant	8
9649	servic	311
9650	servicemen	30
9651	servil	1
9652	sesam	1
9653	seselj	8
9654	session	40
9655	set	446
9656	setback	5
9657	seth	1
9658	setinya	1
9659	setter	4
9660	settl	35
9661	settlement	8
9662	seven	227
9663	seventeen	16
9664	seventh	34
9665	seventi	1
9666	sever	349
9667	severin	1
9668	severodvinsk	1
9669	severomorsk	7
9670	sew	1
9671	sewag	4
9672	sewart	1
9673	sex	13
9674	sexual	20
9675	seymour	4
9676	sgt	5
9677	shaab	1
9678	shaar	2
9679	shab	2
9680	shabtai	1
9681	shack	10
9682	shade	2
9683	shadow	19
9684	shadowi	8
9685	shaeffer	1
9686	shaft	3
9687	shah	6
9688	shaheen	1
9689	shaher	1
9690	shahrani	3
9691	shailesh	1
9692	shajea	6
9693	shake	33
9694	shaken	13
9695	shaki	2
9696	shalikashvili	1
9697	shall	3
9698	shallow	7
9699	sham	2
9700	shambl	3
9701	shame	6
9702	shamshran	3
9703	shane	1
9704	shannon	1
9705	shantytown	5
9706	shape	28
9707	shapeless	1
9708	shapeup	1
9709	shapiro	2
9710	shard	3
9711	share	43
9712	shargel	1
9713	sharia	1
9714	sharjani	2
9715	sharm	3
9716	sharon	2
9717	sharp	17
9718	sharpen	2
9719	sharper	1
9720	sharpli	14
9721	sharq	1
9722	shatter	35
9723	shaughnessi	7
9724	shave	1
9725	shavit	2
9726	shaw	7
9727	shawn	3
9728	shea	2
9729	sheaf	1
9730	shear	2
9731	sheath	1
9732	shebeck	1
9733	shebek	1
9734	shed	6
9735	sheehan	7
9736	sheehen	1
9737	sheepish	1
9738	sheepishli	1
9739	sheer	3
9740	sheet	26
9741	sheik	29
9742	sheikh	5
9743	sheila	1
9744	shelf	3
9745	shell	6
9746	shelle	6
9747	shelli	1
9748	shelten	1
9749	shelter	27
9750	shelti	2
9751	shelton	8
9752	shelv	2
9753	shemter	1
9754	shephard	1
9755	shepherd	4
9756	sheriff	18
9757	sherman	1
9758	sherri	4
9759	sheryl	2
9760	shi	5
9761	shiela	1
9762	shield	8
9763	shift	22
9764	shiit	3
9765	shine	10
9766	shini	2
9767	ship	617
9768	shipboard	1
9769	shipbuild	8
9770	shipman	2
9771	shipmat	20
9772	shipment	1
9773	shipyard	8
9774	shirley	1
9775	shirt	24
9776	shirtless	2
9777	shiver	1
9778	shkval	10
9779	shlomo	1
9780	shock	46
9781	shoddi	1
9782	shoddili	1
9783	shoe	18
9784	shoeed	1
9785	sholti	2
9786	shook	52
9787	shoot	28
9788	shootout	3
9789	shop	63
9790	shopkeep	2
9791	shoplift	2
9792	shopper	1
9793	shore	22
9794	shorelin	1
9795	short	111
9796	shortag	16
9797	shortchang	2
9798	shortcom	4
9799	shortcut	1
9800	shorter	3
9801	shortest	1
9802	shortfal	2
9803	shorthand	2
9804	shortli	49
9805	shot	108
9806	shotgun	19
9807	shotmak	1
9808	shoulder	17
9809	shout	34
9810	shove	5
9811	shovel	17
9812	show	253
9813	showcas	2
9814	showdown	13
9815	shower	7
9816	shown	24
9817	shrank	4
9818	shrapnel	1
9819	shred	5
9820	shreveport	2
9821	shrewd	4
9822	shrill	1
9823	shrine	1
9824	shriner	1
9825	shrink	8
9826	shrunk	1
9827	shueib	1
9828	shukla	2
9829	shuler	1
9830	shultz	3
9831	shun	3
9832	shusaki	3
9833	shut	29
9834	shutdown	1
9835	shutter	2
9836	shuttl	6
9837	sibl	8
9838	sicili	2
9839	sick	9
9840	side	213
9841	sidelin	15
9842	sidestep	4
9843	sideway	2
9844	sidl	8
9845	sidot	1
9846	sieg	11
9847	siemerink	1
9848	sierra	5
9849	siev	15
9850	siewert	44
9851	sifford	30
9852	sift	12
9853	sigh	3
9854	sight	35
9855	sightse	4
9856	sign	167
9857	signal	35
9858	signalman	1
9859	signatur	7
9860	signifi	1
9861	signific	42
9862	significantli	10
9863	sigonella	2
9864	sikh	1
9865	silberl	1
9866	silenc	24
9867	silent	20
9868	sill	1
9869	silli	1
9870	silliman	1
9871	silo	3
9872	silt	1
9873	silva	1
9874	silver	10
9875	silvia	3
9876	silvija	2
9877	simeon	2
9878	simil	1
9879	similar	50
9880	similarli	5
9881	simmer	5
9882	simmon	3
9883	simpl	21
9884	simpler	1
9885	simpli	53
9886	simul	1
9887	simultan	8
9888	sin	3
9889	sinc	488
9890	sincer	5
9891	sindh	2
9892	sing	6
9893	singapor	8
9894	singaporean	1
9895	singer	14
9896	singh	8
9897	singl	70
9898	singular	1
9899	singularli	1
9900	sinha	1
9901	sink	45
9902	siobhan	2
9903	sion	1
9904	sip	6
9905	sir	9
9906	sirah	6
9907	siren	1
9908	siriman	1
9909	sirri	1
9910	sister	73
9911	sit	45
9912	site	113
9913	situat	113
9914	six	208
9915	sixteen	3
9916	sixth	43
9917	sixti	1
9918	siyaram	1
9919	sizabl	2
9920	size	29
9921	sizzl	2
9922	skeptic	13
9923	sketch	14
9924	sketchi	14
9925	ski	2
9926	skiff	26
9927	skill	13
9928	skim	8
9929	skin	9
9930	skip	8
9931	skipper	7
9932	skirmish	1
9933	skirt	5
9934	skull	3
9935	sky	19
9936	skyscrap	4
9937	slab	20
9938	slade	7
9939	slain	11
9940	slam	118
9941	slant	2
9942	slap	3
9943	slash	4
9944	slat	1
9945	slate	6
9946	slater	2
9947	slaughterhous	1
9948	slava	1
9949	slavador	1
9950	slavica	1
9951	slavija	2
9952	slavish	1
9953	slavo	1
9954	slavoljub	1
9955	slay	16
9956	sledgehamm	3
9957	sleep	39
9958	sleepless	1
9959	sleev	1
9960	sleight	1
9961	slender	1
9962	slenderest	1
9963	slept	10
9964	slice	11
9965	slid	2
9966	slide	4
9967	slight	6
9968	slightest	3
9969	slightli	28
9970	slim	10
9971	slime	1
9972	slip	33
9973	slippag	2
9974	sliver	2
9975	slm	3
9976	slobadon	1
9977	slobo	5
9978	slobodan	171
9979	slocomb	1
9980	slogan	12
9981	slope	2
9982	sloppi	6
9983	slouch	1
9984	slovakia	12
9985	slovakian	1
9986	slow	43
9987	slowdown	2
9988	slowest	2
9989	slowli	29
9990	slug	1
9991	sluggish	4
9992	slump	6
9993	slur	1
9994	smack	5
9995	small	295
9996	smaller	29
9997	smallest	2
9998	smaltz	1
9999	smart	3
10000	smarter	2
10001	smartest	1
10002	smartli	1
10003	smash	29
10004	smear	3
10005	smederevska	2
10006	smell	10
10007	smile	41
10008	smit	1
10009	smith	36
10010	smithvil	1
10011	smitten	1
10012	smog	2
10013	smoggiest	1
10014	smoke	28
10015	smoker	1
10016	smokescreen	1
10017	smokey	1
10018	smolder	1
10019	smolinski	1
10020	smooth	9
10021	smoothli	2
10022	smother	2
10023	smuggl	3
10024	snack	2
10025	snake	1
10026	snap	11
10027	snapper	1
10028	snappi	1
10029	snare	1
10030	snarl	2
10031	snatch	8
10032	sneak	3
10033	sneaker	2
10034	sneet	1
10035	snif	3
10036	sniff	1
10037	sniffer	15
10038	snipe	1
10039	sniper	1
10040	snippet	2
10041	snitch	3
10042	snjezana	1
10043	snour	1
10044	snow	12
10045	snowfal	1
10046	snowstorm	2
10047	snyder	2
10048	so	1
10049	soak	5
10050	soap	2
10051	soar	7
10052	sob	3
10053	sober	2
10054	soccer	4
10055	social	37
10056	socialist	69
10057	societi	40
10058	sock	3
10059	socotra	2
10060	socti	1
10061	sod	1
10062	sofa	2
10063	soft	16
10064	soften	4
10065	softli	1
10066	softwar	8
10067	soglasiy	1
10068	soil	8
10069	sojourn	1
10070	solanki	3
10071	solari	1
10072	sold	19
10073	soldier	192
10074	sole	9
10075	solemn	4
10076	solemnli	1
10077	solicit	1
10078	solid	15
10079	solidar	6
10080	solidifi	2
10081	solidli	2
10082	solitari	2
10083	solitud	1
10084	solomon	2
10085	solorzano	2
10086	solut	14
10087	solv	6
10088	somali	4
10089	somalia	13
10090	somber	6
10091	somberli	2
10092	somebodi	29
10093	someday	6
10094	somehow	16
10095	someon	59
10096	someplac	1
10097	someth	148
10098	sometim	55
10099	somewhat	10
10100	somewher	15
10101	somo	1
10102	son	183
10103	sonar	2
10104	song	3
10105	songwrit	3
10106	sonia	4
10107	sonni	1
10108	soon	106
10109	sooner	5
10110	sooooo	1
10111	soot	1
10112	sooti	1
10113	sop	1
10114	sophist	28
10115	sordid	1
10116	sore	10
10117	sorri	4
10118	sorrow	3
10119	sort	89
10120	sorti	1
10121	sosonati	7
10122	soto	3
10123	souc	1
10124	sought	57
10125	soul	4
10126	soumaila	1
10127	sound	61
10128	soundli	3
10129	soundproof	1
10130	soup	4
10131	sour	2
10132	sourc	154
10133	south	178
10134	southeast	37
10135	southeastern	10
10136	southern	79
10137	southwest	19
10138	southwestern	6
10139	souvenir	2
10140	sovereign	4
10141	sovereignti	8
10142	soviet	46
10143	soxon	1
10144	sp	3
10145	space	23
10146	spaciou	1
10147	spain	27
10148	span	7
10149	spangl	1
10150	spaniard	2
10151	spaniel	1
10152	spanish	23
10153	spare	12
10154	spark	19
10155	spasski	4
10156	spat	1
10157	spate	3
10158	spatter	1
10159	speak	160
10160	speaker	20
10161	spear	8
10162	spearhead	3
10163	speci	1
10164	special	128
10165	specialist	26
10166	specif	69
10167	specifi	13
10168	spectacl	3
10169	spectacular	4
10170	spectat	9
10171	specter	5
10172	spectrum	1
10173	specul	51
10174	sped	4
10175	speech	95
10176	speed	61
10177	speedboat	1
10178	speedi	1
10179	speedskat	1
10180	spell	9
10181	spenc	5
10182	spencer	6
10183	spend	66
10184	spent	89
10185	sperl	4
10186	sphere	2
10187	spi	106
10188	spielberg	1
10189	spill	4
10190	spin	5
10191	spine	2
10192	spiral	5
10193	spire	1
10194	spirit	21
10195	spiritu	3
10196	spite	5
10197	splash	2
10198	splashdown	1
10199	splatter	2
10200	splint	1
10201	splinter	3
10202	splinz	1
10203	split	25
10204	spode	1
10205	spoil	13
10206	spoiler	3
10207	spokan	1
10208	spoke	85
10209	spoken	27
10210	spokesman	251
10211	spokesmen	5
10212	spokeswoman	33
10213	sponsor	24
10214	sponsorship	2
10215	spontan	4
10216	spook	1
10217	sporad	1
10218	sport	78
10219	sportsmen	2
10220	spot	35
10221	spotlight	14
10222	spotti	6
10223	spous	7
10224	spragu	2
10225	spraig	2
10226	sprain	7
10227	sprawl	8
10228	spray	6
10229	spread	57
10230	spree	2
10231	spring	40
10232	springfield	3
10233	sprinkl	2
10234	sprint	5
10235	sprout	2
10236	spruanc	1
10237	sprung	2
10238	spun	1
10239	spur	5
10240	spymast	20
10241	squabbl	1
10242	squad	24
10243	squadron	1
10244	squall	7
10245	squander	2
10246	squar	26
10247	squat	1
10248	squatter	3
10249	squeak	2
10250	squeamish	1
10251	squeez	7
10252	squirrel	2
10253	squish	1
10254	sr	3
10255	srdic	6
10256	srebrenica	1
10257	srpska	1
10258	st	121
10259	stab	9
10260	stabenow	8
10261	stabil	46
10262	stabl	21
10263	stacey	2
10264	staci	1
10265	stack	10
10266	stadium	18
10267	staf	4
10268	staff	91
10269	staffer	2
10270	staffinr	1
10271	stafford	4
10272	stage	51
10273	stagger	9
10274	stain	7
10275	stair	3
10276	stairwel	5
10277	stake	29
10278	stalem	6
10279	stalin	2
10280	stalinist	1
10281	stalk	2
10282	stall	4
10283	stambol	4
10284	stambuk	1
10285	stamenkov	2
10286	stamina	1
10287	stammer	1
10288	stamped	4
10289	stanc	5
10290	stand	153
10291	standard	22
10292	standbi	1
10293	standoff	8
10294	standpoint	1
10295	standstil	6
10296	stanley	4
10297	stapl	1
10298	star	46
10299	stare	7
10300	stark	9
10301	starkli	1
10302	starr	2
10303	starrr	1
10304	start	223
10305	startl	2
10306	starv	1
10307	stash	1
10308	stasio	1
10309	stat	2
10310	state	1643
10311	statehous	5
10312	stateless	1
10313	statement	152
10314	stateroom	1
10315	statesman	3
10316	statewid	5
10317	station	169
10318	stationeri	1
10319	statist	19
10320	statu	22
10321	statur	4
10322	statut	8
10323	staunch	2
10324	staunchest	2
10325	staunchli	2
10326	stay	200
10327	ste	1
10328	stead	1
10329	steadfast	1
10330	steadi	4
10331	steadili	4
10332	steal	32
10333	stealer	2
10334	stealth	2
10335	stealthi	1
10336	stealthier	1
10337	stealthili	1
10338	steam	6
10339	steami	1
10340	steel	34
10341	steenbuch	2
10342	steep	15
10343	steer	8
10344	stefan	1
10345	stefano	5
10346	stefanov	4
10347	steffi	1
10348	steinberg	1
10349	steindorff	1
10350	stell	1
10351	stellar	1
10352	stem	16
10353	stemmo	1
10354	stenberg	1
10355	stench	2
10356	step	182
10357	stephani	2
10358	stephanopoulo	1
10359	stephen	8
10360	stepmoth	1
10361	steppingston	1
10362	stepson	1
10363	stereo	1
10364	sterl	3
10365	stern	18
10366	sternavich	2
10367	sternli	2
10368	steskic	1
10369	stevan	3
10370	steve	15
10371	stevedor	1
10372	steven	3
10373	stevenson	5
10374	stew	1
10375	stewardship	4
10376	stewart	2
10377	stick	18
10378	sticker	2
10379	sticki	1
10380	stickier	4
10381	stiff	3
10382	stifl	2
10383	stigmat	1
10384	still	607
10385	sting	1
10386	stipend	1
10387	stipul	4
10388	stir	14
10389	stirrer	1
10390	stirrup	1
10391	stitch	1
10392	stock	5
10393	stocki	1
10394	stockpil	5
10395	stoical	1
10396	stojanov	1
10397	stojiljikov	2
10398	stojiljkov	3
10399	stoke	4
10400	stoko	1
10401	stokov	2
10402	stole	27
10403	stolen	15
10404	stolt	1
10405	stomach	7
10406	stomp	1
10407	stone	21
10408	stonewal	1
10409	stoni	3
10410	stood	80
10411	stool	4
10412	stop	241
10413	stopgap	1
10414	stopov	4
10415	stoppag	6
10416	stopper	1
10417	storag	3
10418	store	116
10419	storey	1
10420	stori	124
10421	storm	51
10422	stormi	2
10423	storybook	1
10424	stosic	2
10425	stoutli	1
10426	stowag	1
10427	stoyan	2
10428	straddl	1
10429	straight	31
10430	straighten	1
10431	straightforward	4
10432	strain	5
10433	strait	2
10434	straition	1
10435	strakov	3
10436	strand	3
10437	strang	10
10438	stranger	7
10439	strangl	1
10440	stranglehold	1
10441	strap	3
10442	strateg	21
10443	strategeri	2
10444	strategi	30
10445	strategist	11
10446	straw	1
10447	stray	2
10448	streak	17
10449	stream	20
10450	streamlin	1
10451	stree	1
10452	street	288
10453	strength	22
10454	strengthen	28
10455	strenuous	1
10456	stress	34
10457	stretch	30
10458	stretcher	15
10459	strewn	3
10460	stricken	16
10461	strickland	3
10462	strict	5
10463	stricter	1
10464	strictli	7
10465	strictur	1
10466	strident	1
10467	strife	2
10468	strike	163
10469	strikebound	5
10470	strikebreak	3
10471	striker	17
10472	string	14
10473	stringent	3
10474	stringfellow	15
10475	strip	24
10476	stripe	3
10477	strive	7
10478	strode	1
10479	stroke	13
10480	stroll	1
10481	strom	1
10482	strong	133
10483	stronger	18
10484	strongest	11
10485	stronghold	27
10486	strongli	24
10487	strongman	8
10488	strongmen	1
10489	strother	1
10490	strove	1
10491	struck	58
10492	structur	25
10493	struggl	81
10494	stuart	1
10495	stubb	5
10496	stubborn	1
10497	stubbornli	1
10498	stuck	9
10499	stud	3
10500	student	79
10501	studi	48
10502	studio	4
10503	stuf	1
10504	stuff	6
10505	stumbl	13
10506	stump	1
10507	stun	41
10508	stung	3
10509	stunningli	2
10510	stunt	2
10511	sturdi	1
10512	sturdier	1
10513	style	37
10514	stymi	1
10515	su	4
10516	suarez	5
10517	sub	38
10518	subcommitte	2
10519	subcontin	3
10520	subdu	7
10521	subgroup	1
10522	subject	53
10523	subjug	1
10524	submachin	2
10525	submarin	240
10526	submerg	5
10527	submers	3
10528	submit	29
10529	subordin	1
10530	subpoena	2
10531	subscrib	2
10532	subsequ	9
10533	subsid	4
10534	subsidi	1
10535	subsidiari	3
10536	subsist	1
10537	substanc	6
10538	substandard	1
10539	substanti	17
10540	substitut	4
10541	subterranean	1
10542	subtext	2
10543	subtl	1
10544	subtocnga	4
10545	suburb	31
10546	suburban	11
10547	subvers	4
10548	subvert	3
10549	subway	3
10550	succ	1
10551	succeed	39
10552	success	83
10553	successor	39
10554	succumb	2
10555	suchitepequez	5
10556	suck	1
10557	sudan	15
10558	sudanes	1
10559	sudden	20
10560	suddenli	21
10561	sue	8
10562	suez	28
10563	suffer	109
10564	suffici	16
10565	suffoc	4
10566	sugarcoat	1
10567	sugari	1
10568	suggest	124
10569	suharto	1
10570	suicid	149
10571	suit	40
10572	suitabl	5
10573	suitcas	5
10574	suitland	1
10575	sukiyaki	1
10576	sullivan	4
10577	sultan	6
10578	sultri	1
10579	sum	2
10580	summar	2
10581	summari	4
10582	summer	23
10583	summit	57
10584	summon	7
10585	sumner	2
10586	sun	28
10587	sunbak	1
10588	sunda	1
10589	sunday	371
10590	sunglass	3
10591	sunil	2
10592	sunk	7
10593	sunken	26
10594	sunni	4
10595	sunris	1
10596	sunset	4
10597	sunshin	1
10598	super	8
10599	superb	2
10600	superbl	2
10601	superfast	1
10602	superintend	1
10603	superior	4
10604	supermarket	6
10605	superpow	2
10606	superstructur	1
10607	supervis	13
10608	supervisor	14
10609	supplement	1
10610	suppli	76
10611	support	601
10612	suppos	20
10613	supposedli	4
10614	supposingli	1
10615	suppress	15
10616	suprem	72
10617	supremaci	2
10618	supremacist	1
10619	surat	4
10620	sure	140
10621	surf	2
10622	surfac	33
10623	surg	18
10624	surgeon	12
10625	surgeri	15
10626	surgic	3
10627	surnia	1
10628	surpass	5
10629	surplu	3
10630	surpris	64
10631	surprisingli	4
10632	surreal	4
10633	surrend	49
10634	surrog	6
10635	surround	64
10636	surveil	19
10637	survey	30
10638	surviv	125
10639	survivor	167
10640	susa	6
10641	susan	46
10642	susann	2
10643	suscept	3
10644	susi	3
10645	suspect	283
10646	suspend	25
10647	suspens	11
10648	suspici	14
10649	suspicion	40
10650	sustain	15
10651	susten	1
10652	sutyagin	9
10653	svilanov	4
10654	swab	1
10655	swagger	1
10656	swallow	5
10657	swami	4
10658	swamimarayan	1
10659	swamp	1
10660	swan	6
10661	swap	6
10662	swarm	16
10663	swat	3
10664	sway	23
10665	swear	15
10666	sweat	5
10667	sweater	3
10668	sweati	6
10669	swede	2
10670	sweden	6
10671	sweep	21
10672	sweet	3
10673	sweeten	1
10674	sweetheart	2
10675	swell	14
10676	swelter	1
10677	swenchoni	1
10678	swept	39
10679	swift	12
10680	swiftli	5
10681	swim	5
10682	swing	7
10683	swipe	1
10684	swirl	2
10685	swiss	19
10686	switch	20
10687	switzerland	28
10688	swivel	1
10689	swollen	2
10690	swoon	1
10691	swoop	1
10692	sword	1
10693	swore	3
10694	sworn	34
10695	swung	1
10696	sy	6
10697	sydney	16
10698	sylvest	1
10699	sylvia	2
10700	symbiones	4
10701	symbol	38
10702	symington	3
10703	symmetri	1
10704	sympath	2
10705	sympathet	8
10706	sympathi	9
10707	symphoni	1
10708	symptom	2
10709	sync	1
10710	syndic	1
10711	synonym	1
10712	syria	2
10713	syrian	15
10714	syring	1
10715	system	148
10716	systemat	3
10717	tabara	3
10718	tabl	23
10719	tableau	2
10720	tableaux	1
10721	tablecloth	2
10722	tabloid	2
10723	tabul	5
10724	tacitli	1
10725	tackl	6
10726	tacoma	1
10727	tactic	18
10728	tactician	2
10729	tadic	2
10730	taffeta	1
10731	tag	1
10732	taha	8
10733	taigon	1
10734	tail	1
10735	tailor	11
10736	tailspin	2
10737	taint	10
10738	taiwan	9
10739	taiwanes	2
10740	taiz	1
10741	take	502
10742	taken	148
10743	takeoff	1
10744	takeov	15
10745	taker	1
10746	takla	1
10747	talaja	2
10748	tale	5
10749	talent	8
10750	talib	2
10751	taliban	25
10752	talk	257
10753	talker	1
10754	talki	1
10755	tall	8
10756	tallahasse	2
10757	taller	4
10758	talli	15
10759	tamarin	6
10760	tame	7
10761	tamil	1
10762	tamme	2
10763	tampa	5
10764	tamper	3
10765	tan	2
10766	tanang	2
10767	tanasugarin	1
10768	tanasugarn	4
10769	tandem	1
10770	tangl	11
10771	tanja	1
10772	tanjug	20
10773	tank	28
10774	tanker	4
10775	tant	1
10776	tantal	1
10777	tantamount	1
10778	tantrum	1
10779	tanugu	1
10780	tanzania	38
10781	tap	9
10782	tape	25
10783	tar	2
10784	tarawa	3
10785	tardi	1
10786	target	89
10787	tariff	3
10788	tariq	2
10789	tarmac	14
10790	tarnish	2
10791	tarp	3
10792	tarpaulin	3
10793	task	47
10794	tass	6
10795	tast	5
10796	tatter	4
10797	taunt	1
10798	tawdri	1
10799	tawfiq	1
10800	tax	61
10801	taxi	6
10802	taxpay	2
10803	taylor	4
10804	tdcj	14
10805	tea	10
10806	teach	11
10807	teacher	19
10808	team	200
10809	teammat	2
10810	tear	98
10811	tearga	4
10812	tech	12
10813	technic	27
10814	technician	20
10815	techniqu	6
10816	technocrat	1
10817	technolog	58
10818	techsourc	2
10819	tecla	23
10820	ted	4
10821	teddi	1
10822	teem	3
10823	teen	18
10824	teenag	4
10825	teepl	2
10826	teeter	2
10827	teeth	2
10828	tefb	1
10829	tegla	1
10830	tekla	2
10831	tel	7
10832	telar	1
10833	telecommun	2
10834	teleconfer	3
10835	telegram	1
10836	telephon	104
10837	televis	250
10838	televisa	1
10839	televison	1
10840	tell	130
10841	teller	7
10842	tello	2
10843	tem	1
10844	temblor	19
10845	tempel	1
10846	temper	4
10847	temperatur	16
10848	tempestu	1
10849	templ	14
10850	templat	1
10851	tempo	1
10852	temporari	14
10853	temporarili	10
10854	ten	93
10855	tenabl	1
10856	tenac	1
10857	tenaci	1
10858	tenant	4
10859	tend	11
10860	tendenc	4
10861	tender	6
10862	tenet	2
10863	tenn	14
10864	tennesse	18
10865	tenni	66
10866	tens	18
10867	tension	29
10868	tent	63
10869	tentacl	1
10870	tenth	4
10871	tenur	9
10872	ter	1
10873	term	222
10874	termer	3
10875	termin	17
10876	tern	1
10877	terr	2
10878	terrain	2
10879	terrel	2
10880	terrenc	12
10881	terri	6
10882	terribl	30
10883	terribly	1
10884	terrif	2
10885	terrifi	9
10886	terrifng	1
10887	terrifyingli	1
10888	territori	27
10889	terror	192
10890	terrorist	486
10891	test	52
10892	testament	2
10893	testifi	34
10894	testili	1
10895	testimoni	28
10896	testu	1
10897	testud	9
10898	tethani	1
10899	tether	2
10900	tex	1
10901	texa	340
10902	text	9
10903	textbook	1
10904	textil	4
10905	tfor	1
10906	th	150
10907	thaan	1
10908	thabo	3
10909	thaci	1
10910	thadani	1
10911	thaerz	1
10912	thahn	4
10913	thailand	2
10914	thakkar	8
10915	thakur	2
10916	thanh	3
10917	thank	136
10918	thanksgiv	2
10919	thankyou	2
10920	thatcher	1
10921	thaul	1
10922	theater	7
10923	thee	1
10924	theft	2
10925	theme	7
10926	theodor	2
10927	theolog	2
10928	theoret	3
10929	theori	33
10930	theoriz	4
10931	thepaid	1
10932	therapi	1
10933	thereaft	1
10934	therebi	3
10935	therefor	17
10936	therein	1
10937	theresa	1
10938	thermomet	2
10939	thescap	1
10940	thesi	2
10941	thevenot	2
10942	thi	6
10943	thick	15
10944	thicker	4
10945	thief	1
10946	thiessen	2
10947	thiev	8
10948	thigh	2
10949	thin	6
10950	thing	248
10951	think	526
10952	thinker	1
10953	thinner	1
10954	third	205
10955	thirdli	1
10956	thirteen	3
10957	thirti	11
10958	thirtysometh	1
10959	thoma	29
10960	thompson	10
10961	thorbjoern	2
10962	thorbjorn	1
10963	thorn	1
10964	thornburgh	2
10965	thornel	2
10966	thorni	1
10967	thorough	3
10968	thoroughfar	3
10969	thoroughli	1
10970	though	164
10971	thought	139
10972	thousand	241
10973	thrash	1
10974	thread	4
10975	threadbar	1
