141
t_index	tf-idf
8	0.051794
75	0.077202
132	0.037672
193	0.047391
344	0.013910
374	0.018949
587	0.029216
956	0.033136
981	0.059283
1062	0.139167
1371	0.045215
1463	0.040162
1482	0.087373
1750	0.075742
1785	0.057779
1874	0.063425
1888	0.082546
1918	0.055963
1956	0.140224
2010	0.090433
2285	0.073105
2478	0.039027
2556	0.075742
2628	0.013945
2847	0.080569
2936	0.039666
3119	0.049892
3135	0.078801
3175	0.052133
3418	0.052479
3440	0.046009
3589	0.020908
3597	0.041380
3767	0.139794
3800	0.037963
3825	0.090433
3884	0.028531
3915	0.015186
4078	0.070671
4167	0.087396
4223	0.042118
4293	0.039184
4335	0.037385
4377	0.031357
4425	0.044990
4427	0.055907
4442	0.070252
4447	0.018997
4481	0.156398
4498	0.040501
4585	0.054719
4650	0.036552
4785	0.042693
4789	0.078801
4834	0.057306
4921	0.034278
4936	0.020591
4960	0.049016
4996	0.089646
5000	0.088262
5058	0.105809
5061	0.056399
5220	0.022066
5239	0.061523
5407	0.143995
5510	0.049892
5617	0.070005
5746	0.035503
5836	0.074762
6001	0.025776
6003	0.032171
6061	0.057739
6107	0.040847
6139	0.053193
6143	0.035126
6155	0.019188
6245	0.141404
6273	0.033247
6445	0.038665
6556	0.054325
6577	0.023557
6847	0.084787
6914	0.087373
7020	0.087373
7028	0.033136
7035	0.049172
7095	0.036552
7254	0.033631
7304	0.028615
7529	0.019801
7809	0.124684
7825	0.025401
7878	0.084787
7944	0.013700
8110	0.059283
8244	0.040153
8316	0.068783
8318	0.026779
8363	0.078801
8443	0.070914
8624	0.036151
8714	0.039184
8819	0.075927
9079	0.068938
9090	0.028364
9166	0.052133
9329	0.006804
9433	0.099005
9436	0.020527
9559	0.031456
9569	0.029303
9575	0.035251
9605	0.035889
9647	0.058960
9957	0.056846
10194	0.068030
10221	0.071997
10310	0.031302
10611	0.023371
10620	0.039184
10641	0.057306
10694	0.060366
10893	0.062767
10917	0.037385
10951	0.026332
10970	0.035002
11027	0.040071
11071	0.023005
11178	0.049892
11208	0.040767
11310	0.010491
11487	0.035786
11905	0.046147
11945	0.054948
12051	0.094070
12134	0.099005
12147	0.054719
12165	0.041078
12252	0.010693
12261	0.046634
12273	0.041561
