93
t_index	tf-idf
21	0.037616
68	0.017003
159	0.020024
449	0.029655
504	0.064974
619	0.046310
768	0.008271
963	0.015267
1449	0.034155
1533	0.011990
1540	0.015267
1610	0.262661
1836	0.025547
1842	0.031762
1852	0.026976
2247	0.030978
2264	0.012191
2417	0.039865
2628	0.013021
2673	0.018444
2677	0.018751
2893	0.027199
3358	0.043969
3743	0.036791
3756	0.038371
3771	0.036791
3873	0.020697
4022	0.012681
4410	0.026331
4444	0.041395
4449	0.020598
4815	0.014875
5104	0.034735
5237	0.027927
5551	0.023155
5617	0.016342
6048	0.014146
6207	0.012609
6282	0.022006
6403	0.010797
6621	0.021658
6639	0.087089
6865	0.043545
6925	0.013013
6945	0.010911
7028	0.061882
7251	0.015894
7274	0.011925
7462	0.017793
7475	0.033512
7476	0.008607
7652	0.014322
7829	0.022623
8037	0.022496
8060	0.028449
8092	0.033880
8170	0.044252
8197	0.046223
8465	0.014780
8577	0.018519
8624	0.016878
8858	0.020901
8941	0.017257
9166	0.073019
9175	0.036791
9264	0.011386
9329	0.009530
9540	0.020697
9605	0.067023
9812	0.027444
9851	0.032633
9969	0.028724
9995	0.012975
10102	0.017521
10258	0.022247
10290	0.016695
10319	0.033108
10384	0.016917
10410	0.021888
10611	0.010911
10742	0.016756
11012	0.018519
11071	0.010740
11310	0.004898
11620	0.009937
11864	0.027947
11865	0.044012
11917	0.010463
11965	0.010014
11994	0.016542
12074	0.024835
12091	0.055356
12192	0.006236
