224
t_index	tf-idf
6	0.024732
26	0.017449
106	0.037179
137	0.024547
210	0.012412
236	0.013660
280	0.023369
380	0.022771
392	0.026637
429	0.023527
494	0.018190
495	0.012818
504	0.020658
587	0.013010
667	0.034379
674	0.019006
768	0.007889
886	0.013128
910	0.035879
912	0.039292
973	0.089052
977	0.019703
1203	0.010744
1354	0.021702
1388	0.030295
1410	0.047118
1411	0.013876
1422	0.034379
1456	0.023369
1521	0.008068
1527	0.024921
1549	0.024921
1573	0.014373
1585	0.017885
1682	0.019188
1696	0.015057
1740	0.030216
1743	0.105598
1744	0.025314
1821	0.026399
1843	0.047118
2085	0.038909
2179	0.016648
2185	0.028867
2264	0.011628
2276	0.026738
2281	0.032061
2316	0.025730
2354	0.007676
2371	0.021859
2380	0.012933
2452	0.024921
2478	0.017379
2539	0.016776
2628	0.024839
2754	0.019188
2761	0.018756
3023	0.025946
3111	0.017172
3152	0.016840
3190	0.030699
3298	0.019188
3328	0.019838
3359	0.018716
3361	0.024191
3387	0.025730
3403	0.029547
3418	0.023369
3440	0.010244
3521	0.022489
3589	0.037242
3603	0.039483
3811	0.015424
3824	0.024732
3884	0.012705
3894	0.021702
3900	0.079334
3915	0.006762
3959	0.040473
4022	0.012095
4045	0.016338
4094	0.021955
4102	0.010353
4188	0.024547
4226	0.045258
4378	0.016776
4406	0.008148
4427	0.012448
4447	0.008459
4550	0.021457
4767	0.024896
4777	0.022352
4864	0.022218
4900	0.018190
5046	0.049381
5220	0.009826
5293	0.014097
5309	0.021220
5333	0.032434
5593	0.068314
5622	0.016648
5651	0.047118
5796	0.006950
5876	0.035183
6072	0.011038
6083	0.033131
6215	0.022916
6292	0.031126
6341	0.067458
6354	0.024191
6429	0.012305
6547	0.041979
6787	0.156421
6821	0.016840
6945	0.010407
7035	0.010948
7095	0.048832
7168	0.008895
7173	0.023369
7193	0.020877
7251	0.015160
7254	0.022464
7264	0.008459
7304	0.012742
7371	0.019646
7433	0.035091
7552	0.026256
7571	0.015754
7607	0.012818
7608	0.028867
7652	0.027321
7684	0.032577
7690	0.027951
7718	0.027397
7782	0.031126
7818	0.087310
7827	0.025943
7944	0.018303
8075	0.035091
8092	0.016158
8158	0.122344
8244	0.017881
8316	0.005105
8318	0.023850
8321	0.020034
8379	0.030295
8439	0.111068
8465	0.014097
8475	0.016099
8506	0.020767
8507	0.013247
8552	0.019838
8606	0.033131
8707	0.021828
8933	0.007488
8960	0.017885
9013	0.031126
9040	0.026637
9100	0.051459
9237	0.027669
9258	0.012780
9261	0.052799
9264	0.010860
9282	0.015924
9287	0.044088
9436	0.009141
9540	0.019741
9559	0.014008
9566	0.009077
9575	0.015698
9593	0.024367
9627	0.137499
9628	0.018925
9643	0.024732
9655	0.011437
9833	0.027397
9840	0.014467
9889	0.008696
9978	0.016099
10020	0.035091
10133	0.016217
10164	0.017038
10310	0.004646
10356	0.015532
10402	0.027951
10412	0.027236
10452	0.054303
10507	0.024547
10568	0.018268
10623	0.032061
10633	0.025730
10635	0.021457
10701	0.026399
10741	0.008652
10744	0.031579
10810	0.040473
10854	0.019646
10867	0.027951
10917	0.016648
10972	0.029028
11011	0.036759
11027	0.005948
11078	0.072574
11092	0.087601
11170	0.023687
11202	0.035879
11253	0.031126
11301	0.021104
11310	0.009344
11330	0.041938
11487	0.015936
11759	0.015317
11802	0.025946
11850	0.017960
11864	0.013328
11945	0.012234
11962	0.021578
11979	0.019936
12009	0.022135
12059	0.020658
12125	0.017664
12252	0.004762
12290	0.019936
12291	0.015924
