44
t_index	tf-idf
119	0.099120
133	0.177462
1027	0.117654
1203	0.153022
2040	0.070517
2159	0.166413
2160	0.187989
2354	0.054663
2826	0.083500
3328	0.141264
3678	0.084441
5421	0.072567
5796	0.049492
6290	0.197029
6881	0.277066
7120	0.235922
7185	0.165608
7269	0.155433
7320	0.166413
7463	0.141264
7476	0.116920
7529	0.031395
7698	0.191423
8200	0.098189
8217	0.130649
8269	0.183220
8370	0.186351
8487	0.165316
8653	0.173518
8854	0.152794
8933	0.053322
8934	0.193227
9142	0.131793
9332	0.079240
9566	0.064637
9663	0.221647
10589	0.089942
10890	0.088641
10906	0.121326
10957	0.240181
11620	0.067496
11945	0.087121
12193	0.126827
12258	0.113395
